loan_id,borrower_id,application_date,loan_amount,loan_term,interest_rate,collateral_ratio,market_volatility,eth_price,btc_price,defi_tvl,trust_score,income,debt_to_income,age,employment_length,num_delinquencies,num_credit_lines,event_date,event_type,defaulted,loss_given_default,loss_amount,default_probability
L000196,B0071,2023-12-20,34850.51844831467,90,0.0721766995025042,2.1894695705120766,0.21735280261344958,2119.515957589903,37787.15439250966,7425081105.068308,0.8412260487015498,52148.81884405723,0.06726024683917943,33,3.5685825509179367,2,5,2024-03-19,maturity,0,0.0,0.0,0.0
L000197,B0071,2024-03-22,4984.880512399196,365,0.1650924217191838,1.80649696991913,0.05,1606.048038868772,36461.731551438075,9083385199.292246,0.8412260487015498,52148.81884405723,0.06726024683917943,33,3.5685825509179367,2,5,2025-03-22,maturity,0,0.0,0.0,0.0
L000198,B0071,2024-06-07,4688.28537742397,30,0.09562074468420186,1.8674056343554077,0.22588364060684255,2404.716662023531,23188.114309730834,8588340737.223903,0.8412260487015498,52148.81884405723,0.06726024683917943,33,3.5685825509179367,2,5,2024-07-07,maturity,0,0.0,0.0,0.0
L000199,B0071,2024-01-30,7750.617847257853,365,0.09464592886362508,1.5169729124152402,0.14681052571367145,1404.5655538379579,48678.85123694489,3860059260.389202,0.8412260487015498,52148.81884405723,0.06726024683917943,33,3.5685825509179367,2,5,2025-01-29,maturity,0,0.0,0.0,0.0
L000200,B0072,2023-09-18,979.6398136302741,30,0.10663246921799854,1.9345645442876755,0.05,2181.8576482212425,38336.25718526407,12610951025.889856,0.6959094476948927,21800.296132657444,0.5421148900980919,43,2.0181636900366886,0,8,2023-10-18,maturity,0,0.0,0.0,0.0
L000201,B0072,2024-12-26,3793.982524056105,180,0.1068684912964413,1.9586545905815465,0.2471910415174143,1945.3938189149128,35395.19825756187,9364380413.87848,0.6959094476948927,21800.296132657444,0.5421148900980919,43,2.0181636900366886,0,8,2025-06-24,maturity,0,0.0,0.0,0.0
L000202,B0073,2024-06-16,13073.541011450478,365,0.1368467235436127,3.0861432820642793,0.25284683049695444,2024.7920343230169,52293.58287267949,11881279611.907446,0.387484578731324,161314.9509275672,0.166930655302071,26,3.092304037918971,0,4,2025-06-16,maturity,0,0.0,0.0,0.0
L000203,B0074,2024-01-08,1575.7187707097005,180,0.06581240784885355,2.3612520997004,0.12865665988884728,2145.320414067472,26994.4931108814,18520552003.59912,0.7306097246821639,42568.30267277691,0.3125025751898585,30,1.8616271050403337,1,6,2024-07-06,maturity,0,0.0,0.0,0.0
L000204,B0074,2023-03-13,2871.5482544346046,90,0.09359349714514142,1.6709914617962947,0.250486663229528,1903.5265337308879,47714.43450292267,13522670962.21561,0.7306097246821639,42568.30267277691,0.3125025751898585,30,1.8616271050403337,1,6,2023-06-11,maturity,0,0.0,0.0,0.0
L000205,B0075,2023-11-18,8342.857597944549,30,0.11686729553876377,2.1752687316716313,0.1602540830215365,1568.5191843292744,57851.143687281176,13872045980.030922,0.6518903868238308,78060.10944525526,0.5754859263203815,18,3.129500133839253,0,3,2023-12-18,maturity,0,0.0,0.0,0.0
L000206,B0075,2023-11-04,9430.73290962813,365,0.06568793073682526,1.2379155155970543,0.1707331387589191,1578.455734780849,33087.21929564384,14926861613.967445,0.6518903868238308,78060.10944525526,0.5754859263203815,18,3.129500133839253,0,3,2024-11-03,maturity,0,0.0,0.0,0.0
L000207,B0075,2023-11-13,28990.94391791834,180,0.13300160763717028,1.996442826433394,0.253817394652751,1562.1273218840504,20903.386958918465,9379293005.540768,0.6518903868238308,78060.10944525526,0.5754859263203815,18,3.129500133839253,0,3,2024-05-11,maturity,0,0.0,0.0,0.0
L000208,B0075,2023-12-01,22204.603734699023,180,0.08213587743150746,2.5107639595921762,0.13343944220908777,2222.8591234163314,33756.22580801422,20872206462.33799,0.6518903868238308,78060.10944525526,0.5754859263203815,18,3.129500133839253,0,3,2024-05-29,maturity,0,0.0,0.0,0.0
L000209,B0075,2024-12-14,4600.89891982292,90,0.07482064852994028,2.3842356099270177,0.1423161756330491,1927.2507454570373,30610.86097951087,15468141471.43408,0.6518903868238308,78060.10944525526,0.5754859263203815,18,3.129500133839253,0,3,2025-03-14,maturity,0,0.0,0.0,0.0
L000210,B0076,2023-05-11,14949.37546441375,60,0.07954948308832828,2.545838379452123,0.26391569570392404,1877.8074996641437,57392.98405537823,20816528463.929516,0.3378865795280868,33155.74685962265,0.42508896579516403,21,3.238504711180351,0,4,2023-07-10,maturity,0,0.0,0.0,0.0
L000211,B0076,2024-03-06,1742.1934852455174,180,0.15474831138494302,2.237194154197935,0.22440076296495193,1686.384895292228,23279.128207268303,11226139834.82067,0.3378865795280868,33155.74685962265,0.42508896579516403,21,3.238504711180351,0,4,2024-09-02,maturity,0,0.0,0.0,0.0
L000212,B0076,2024-11-24,5560.329894940668,60,0.1861376572055097,1.8234469093821801,0.05,1269.3345101784591,58534.22822209049,7789988268.184557,0.3378865795280868,33155.74685962265,0.42508896579516403,21,3.238504711180351,0,4,2025-01-23,maturity,0,0.0,0.0,0.0
L000213,B0076,2024-09-22,15984.428446339485,365,0.10673437114413552,1.8643061401708014,0.40013179568661594,2684.7234656178084,34411.46126334175,16040761014.663895,0.3378865795280868,33155.74685962265,0.42508896579516403,21,3.238504711180351,0,4,2025-09-22,maturity,0,0.0,0.0,0.0
L000214,B0076,2023-11-05,4622.1141986511775,180,0.12395815474021481,2.8251214993452374,0.05,1623.6116052076377,36635.14500598231,11518803271.926039,0.3378865795280868,33155.74685962265,0.42508896579516403,21,3.238504711180351,0,4,2024-05-03,maturity,0,0.0,0.0,0.0
L000215,B0077,2023-01-01,1410.1230486152779,90,0.13626395139161657,1.4830518263755046,0.07501960927248577,1677.004558705734,64128.92093684598,34728292236.52905,0.46504262183912504,50011.86452809692,0.6034669008975112,53,4.842368375142829,2,8,2023-04-01,maturity,0,0.0,0.0,0.0
L000216,B0077,2023-10-21,8011.560320601212,60,0.09234096693183738,2.1177339906208354,0.23349099364599407,2807.1348543779513,25198.896336737325,17707115522.497677,0.46504262183912504,50011.86452809692,0.6034669008975112,53,4.842368375142829,2,8,2023-12-20,maturity,0,0.0,0.0,0.0
L000217,B0077,2024-03-16,1180.131408268552,365,0.08311254324869001,1.922665813867503,0.24111456975296017,1806.0883346840287,38273.74817964827,9943848142.364704,0.46504262183912504,50011.86452809692,0.6034669008975112,53,4.842368375142829,2,8,2025-03-16,maturity,0,0.0,0.0,0.0
L000218,B0077,2024-09-13,1074.242577795175,90,0.12326743974303123,2.233449429891315,0.334265324501148,3146.733360643328,41078.91050267486,19736901523.500618,0.46504262183912504,50011.86452809692,0.6034669008975112,53,4.842368375142829,2,8,2024-12-12,maturity,0,0.0,0.0,0.0
L000219,B0077,2024-04-21,5005.12968532295,180,0.04624706879597842,2.3801143427578153,0.2739523484054906,1808.382447990731,35643.26374855093,12375687429.581099,0.46504262183912504,50011.86452809692,0.6034669008975112,53,4.842368375142829,2,8,2024-10-18,maturity,0,0.0,0.0,0.0
L000220,B0078,2024-11-22,3860.710092760923,60,0.12671516669635594,1.7262203748074754,0.11901740429861375,1216.6095482311305,71197.8253132959,10107474791.77,0.2827647885660249,60094.95074160024,0.1644219334624456,51,1.2314595724748019,0,5,2025-01-21,maturity,0,0.0,0.0,0.0
L000221,B0078,2024-06-07,18113.8067201165,180,0.06398615460664102,2.3196059557294704,0.2551498529995759,2811.2335100661176,30310.571933098185,7968295964.649091,0.2827647885660249,60094.95074160024,0.1644219334624456,51,1.2314595724748019,0,5,2024-12-04,maturity,0,0.0,0.0,0.0
L000222,B0078,2023-06-23,2450.9236586421257,30,0.10377339318485891,1.66201131336067,0.056325776174168896,1953.9411718901142,44408.180983544094,5513572164.181373,0.2827647885660249,60094.95074160024,0.1644219334624456,51,1.2314595724748019,0,5,2023-07-23,maturity,0,0.0,0.0,0.0
L000223,B0078,2023-10-18,2756.400019542629,365,0.10461569946239123,2.8089217697019793,0.05,2066.2515265472634,44523.657482501905,6825500400.90973,0.2827647885660249,60094.95074160024,0.1644219334624456,51,1.2314595724748019,0,5,2024-10-17,maturity,0,0.0,0.0,0.0
L000224,B0079,2023-12-10,4347.3511070590785,30,0.0984108342327561,1.7015359202673086,0.36990607523969676,1864.5845220747192,47021.81982375124,12205211206.954597,0.8128423227225723,75426.71692072369,0.2086997984846618,35,1.409994046165837,0,7,2024-01-09,maturity,0,0.0,0.0,0.0
L000225,B0079,2023-08-29,12340.851853481183,90,0.06198222989431567,1.9169540621116474,0.19344360739702549,1458.4543611356407,47930.40013487745,3557412517.3146706,0.8128423227225723,75426.71692072369,0.2086997984846618,35,1.409994046165837,0,7,2023-11-27,maturity,0,0.0,0.0,0.0
L000226,B0079,2023-08-19,23706.527054504106,60,0.014694793253269832,1.9668528650090153,0.29411618657467514,1265.8326909881002,41238.26650979691,11410629445.376602,0.8128423227225723,75426.71692072369,0.2086997984846618,35,1.409994046165837,0,7,2023-10-18,maturity,0,0.0,0.0,0.0
L000227,B0079,2023-05-31,8545.699349873921,30,0.07604632520561617,1.6148515870847446,0.05,1752.5112011134777,47822.582689852534,7757682627.721384,0.8128423227225723,75426.71692072369,0.2086997984846618,35,1.409994046165837,0,7,2023-06-30,maturity,0,0.0,0.0,0.0
L000228,B0079,2023-02-17,4106.503205365083,60,0.13963891456120556,1.651887616612136,0.23521597632362357,2123.276353607747,34570.449123976694,13699540318.32217,0.8128423227225723,75426.71692072369,0.2086997984846618,35,1.409994046165837,0,7,2023-04-18,maturity,0,0.0,0.0,0.0
L000229,B0080,2024-09-17,15662.846221168385,30,0.11140978341339829,2.1711168969988215,0.05,1272.0991897015303,31121.574477879523,6545362430.18424,0.9196572407481756,68488.49015698834,0.48071818860732274,51,5.986646565739565,0,2,2024-10-17,maturity,0,0.0,0.0,0.0
L000230,B0080,2024-04-11,2834.2811591115146,180,0.11097267062455198,1.638787466457492,0.18631480714701396,1689.7422077447081,32207.631567211196,8634513317.524187,0.9196572407481756,68488.49015698834,0.48071818860732274,51,5.986646565739565,0,2,2024-10-08,maturity,0,0.0,0.0,0.0
L000231,B0080,2024-10-06,23323.933952235606,365,0.028160895986606524,2.414621441051964,0.42936770763821164,2644.0124752636957,26984.556963216462,7640541881.852815,0.9196572407481756,68488.49015698834,0.48071818860732274,51,5.986646565739565,0,2,2025-10-06,maturity,0,0.0,0.0,0.0
L000232,B0080,2023-07-19,16365.727497893198,180,0.07545437460729551,1.631861579108396,0.18990196538406623,1291.3516667823994,34923.7561209115,5331466395.61067,0.9196572407481756,68488.49015698834,0.48071818860732274,51,5.986646565739565,0,2,2024-01-15,maturity,0,0.0,0.0,0.0
L000233,B0081,2024-02-14,11264.523088968132,60,0.05707461598400931,1.7603214588765717,0.15555586606644028,2027.6143892546993,46476.41324639776,11245673396.479141,0.9120340010608811,61286.70413085902,0.25076845023001687,33,2.3680089731318796,0,5,2024-04-14,maturity,0,0.0,0.0,0.0
L000234,B0081,2023-06-01,2715.2103481250333,30,0.06588068640159996,2.3676710680014663,0.29485140803534554,1703.8447846869897,30569.307413182283,4745812884.641911,0.9120340010608811,61286.70413085902,0.25076845023001687,33,2.3680089731318796,0,5,2023-07-01,maturity,0,0.0,0.0,0.0
L000235,B0081,2023-04-20,16901.759899841785,180,0.06125351155677188,2.216456229632186,0.2827464801249513,2713.082292629341,45599.48569898976,8774178160.555235,0.9120340010608811,61286.70413085902,0.25076845023001687,33,2.3680089731318796,0,5,2023-10-17,maturity,0,0.0,0.0,0.0
L000236,B0081,2023-08-13,5557.186451373974,60,0.08428708202105892,1.5641512715170018,0.05,947.1883123821974,45599.3517997074,8901974884.199621,0.9120340010608811,61286.70413085902,0.25076845023001687,33,2.3680089731318796,0,5,2023-10-12,maturity,0,0.0,0.0,0.0
L000237,B0082,2024-04-20,10276.801309723556,30,0.09507027065991655,2.2914406162752328,0.2929528906349468,2883.0425943451287,33029.16454454319,5910283452.418881,0.2288307941416894,30059.918777285417,0.13701348082005577,32,10.586968226583627,2,10,2024-05-20,maturity,0,0.0,0.0,0.0
L000238,B0082,2024-07-24,13234.909755259816,60,0.09891331555149728,2.1250511818154636,0.16002066455124275,1457.400751651292,45803.85904350884,4990916088.655603,0.2288307941416894,30059.918777285417,0.13701348082005577,32,10.586968226583627,2,10,2024-09-22,maturity,0,0.0,0.0,0.0
L000239,B0082,2023-05-05,4357.511037437105,180,0.12122654855555066,1.9093003433146964,0.3587132451454384,2367.287997317794,31686.351283963304,9241100364.606596,0.2288307941416894,30059.918777285417,0.13701348082005577,32,10.586968226583627,2,10,2023-11-01,maturity,0,0.0,0.0,0.0
L000240,B0082,2023-05-17,9622.84926403418,180,0.11417329727728077,2.9170403745320295,0.25662096991492006,1950.5467232117135,39076.75190443449,47048664718.5703,0.2288307941416894,30059.918777285417,0.13701348082005577,32,10.586968226583627,2,10,2023-11-13,maturity,0,0.0,0.0,0.0
L000241,B0082,2024-11-14,1421.0369394188235,365,0.06535375607993849,2.0061232916613383,0.34046883313273,863.3619322151122,20513.390351340913,7979455466.447183,0.2288307941416894,30059.918777285417,0.13701348082005577,32,10.586968226583627,2,10,2025-11-14,maturity,0,0.0,0.0,0.0
L000242,B0083,2024-09-01,31029.30068793485,90,0.097280665730518,1.8170218213250264,0.2822048440372075,2976.7248488694777,29983.216311498792,12230550276.955303,0.5909661557890107,25769.641056807188,0.6245064211462499,35,5.366713862895745,0,4,2024-11-30,maturity,0,0.0,0.0,0.0
L000243,B0083,2024-03-29,4355.892903818536,365,0.11704045353629111,1.7124059226890778,0.2628631001778824,2325.1513568604155,44994.242459856454,4329983981.7356415,0.5909661557890107,25769.641056807188,0.6245064211462499,35,5.366713862895745,0,4,2025-03-29,maturity,0,0.0,0.0,0.0
L000244,B0083,2024-05-31,887.7266420356099,180,0.07145558487634046,1.9203306009008982,0.25591996034408754,1317.872451435333,40025.46639462971,15636356058.414856,0.5909661557890107,25769.641056807188,0.6245064211462499,35,5.366713862895745,0,4,2024-11-27,maturity,0,0.0,0.0,0.0
L000245,B0083,2024-07-15,7262.855765558705,180,0.07974510683368807,1.7951990569553635,0.0702431870459474,3047.5619482888196,41865.14333802,4351920593.892974,0.5909661557890107,25769.641056807188,0.6245064211462499,35,5.366713862895745,0,4,2025-01-11,maturity,0,0.0,0.0,0.0
L000246,B0083,2023-06-12,12697.668137782512,180,0.12015834007833218,2.522556747316843,0.14413944711617502,1594.46306877464,28458.605823985028,28087508300.897488,0.5909661557890107,25769.641056807188,0.6245064211462499,35,5.366713862895745,0,4,2023-12-09,maturity,0,0.0,0.0,0.0
L000247,B0084,2023-09-23,2809.348392005758,60,0.053939312787993667,1.4104767062507326,0.16748407660241255,2883.574983983496,39460.35375505855,18056568271.39881,0.8988904257521785,44336.54263569287,0.19181205542314084,33,7.282030369002666,0,5,2023-11-22,maturity,0,0.0,0.0,0.0
L000248,B0084,2024-10-14,6167.2138368976,90,0.07836395848844102,1.324188856288044,0.3594028473067265,2433.9932095640384,50240.88685294338,15476400410.429255,0.8988904257521785,44336.54263569287,0.19181205542314084,33,7.282030369002666,0,5,2025-01-12,maturity,0,0.0,0.0,0.0
L000249,B0084,2024-06-17,2279.209471037015,180,0.0923965226294386,1.9620987553423748,0.29443368547967097,1895.0063181289163,65676.4732715225,12720601518.737839,0.8988904257521785,44336.54263569287,0.19181205542314084,33,7.282030369002666,0,5,2024-12-14,maturity,0,0.0,0.0,0.0
L000250,B0084,2024-10-03,17390.692816372382,60,0.09035228264730541,1.712374628552355,0.2969182987362268,2253.0847105829253,40293.25113847402,6383188317.268091,0.8988904257521785,44336.54263569287,0.19181205542314084,33,7.282030369002666,0,5,2024-12-02,maturity,0,0.0,0.0,0.0
L000251,B0085,2024-03-26,15339.694169740204,30,0.0739762020650123,2.631568227273443,0.09030143079113025,1402.3237404623803,39641.3135705225,13016489276.457464,0.3672148613835674,63568.72247669099,0.2992083215716564,32,13.853720938035355,0,3,2024-04-25,maturity,0,0.0,0.0,0.0
L000252,B0085,2024-12-31,6932.151692635161,90,0.08449291104728864,2.5815724672476406,0.21388247571413388,1916.0337307862937,34639.357121741545,6789502903.896823,0.3672148613835674,63568.72247669099,0.2992083215716564,32,13.853720938035355,0,3,2025-03-31,maturity,0,0.0,0.0,0.0
L000253,B0085,2023-08-29,17221.512904177176,90,0.07992943531846265,3.1004235695027633,0.11750178583283642,1991.9705710208514,37081.16178395581,9211236870.201063,0.3672148613835674,63568.72247669099,0.2992083215716564,32,13.853720938035355,0,3,2023-11-27,maturity,0,0.0,0.0,0.0
L000254,B0086,2023-11-24,7948.179252354125,365,0.120486018229387,2.083121882892261,0.09361150883200964,1272.3344240535077,25098.404286888395,8625227537.891981,0.6761140450897111,31772.85473488323,0.26848915928564887,46,3.498139831701039,0,3,2024-11-23,maturity,0,0.0,0.0,0.0
L000255,B0086,2023-03-24,33326.84050575883,60,0.09124132419716967,3.30018314236578,0.19665958189971217,1896.9383967458157,43422.438342483874,8425177164.394129,0.6761140450897111,31772.85473488323,0.26848915928564887,46,3.498139831701039,0,3,2023-05-23,maturity,0,0.0,0.0,0.0
L000256,B0086,2023-06-04,5044.551536573745,60,0.033596980667662604,1.5052733815263755,0.05,2247.495929338665,24124.830922248082,19738483255.938057,0.6761140450897111,31772.85473488323,0.26848915928564887,46,3.498139831701039,0,3,2023-08-03,maturity,0,0.0,0.0,0.0
L000257,B0087,2024-12-11,8336.320500882854,60,0.14949000929784373,1.9443403600755826,0.08765282809795834,1628.9369962854912,49973.851913024315,28057613021.909725,0.25157476119893746,68809.9186137894,0.3144923311622377,36,2.830379030333553,0,8,2025-02-09,maturity,0,0.0,0.0,0.0
L000258,B0087,2024-12-24,9708.137706601774,60,0.055696824014023184,1.8218577141181045,0.05116745864814623,1739.3192343928993,33417.29938165984,9101405355.959269,0.25157476119893746,68809.9186137894,0.3144923311622377,36,2.830379030333553,0,8,2025-02-22,maturity,0,0.0,0.0,0.0
L000259,B0087,2023-03-07,1996.0664845141396,180,0.06155356263379864,2.142039083371386,0.24844108812022125,1267.178408106335,41861.19352773103,15644492467.789495,0.25157476119893746,68809.9186137894,0.3144923311622377,36,2.830379030333553,0,8,2023-09-03,maturity,0,0.0,0.0,0.0
L000260,B0087,2024-02-22,567.6936504631635,90,0.17489666797188155,2.3641577503547855,0.2956129041293257,1331.0661137528514,45988.41127690712,15298767739.753233,0.25157476119893746,68809.9186137894,0.3144923311622377,36,2.830379030333553,0,8,2024-05-22,maturity,0,0.0,0.0,0.0
L000261,B0088,2024-04-22,3504.9632587947394,180,0.12417406072717573,1.8130479137013982,0.13824922050968616,1704.5658991330051,38195.84023890517,8376520817.20045,0.5980932051761079,86818.06900907213,0.16635921230399522,42,9.001237505356547,0,3,2024-10-19,maturity,0,0.0,0.0,0.0
L000262,B0088,2023-03-05,3046.3388085371994,60,0.11023385730880489,2.064131993022722,0.2146021117044439,1112.9101727777336,30473.79967293825,6389711588.533371,0.5980932051761079,86818.06900907213,0.16635921230399522,42,9.001237505356547,0,3,2023-05-04,maturity,0,0.0,0.0,0.0
L000263,B0088,2024-03-06,37971.08598630882,180,0.10032383040955171,2.346153890390628,0.1441281746146014,1741.571643408062,45499.655175323125,3903143415.533967,0.5980932051761079,86818.06900907213,0.16635921230399522,42,9.001237505356547,0,3,2024-09-02,maturity,0,0.0,0.0,0.0
L000264,B0088,2024-08-21,8464.593023738087,30,0.07789639927499635,2.1222122821769123,0.27991014640218886,1467.5416823418514,24082.468339790594,8368994057.540122,0.5980932051761079,86818.06900907213,0.16635921230399522,42,9.001237505356547,0,3,2024-09-20,maturity,0,0.0,0.0,0.0
L000265,B0088,2024-08-12,24356.403522114862,180,0.126183834239334,2.071004027861984,0.1365160875711076,1528.733900906152,24605.181722022367,14427284609.33492,0.5980932051761079,86818.06900907213,0.16635921230399522,42,9.001237505356547,0,3,2025-02-08,maturity,0,0.0,0.0,0.0
L000266,B0089,2023-01-07,9175.701755948976,90,0.08764096353185585,1.8885772069420248,0.1301726203768628,1579.542260774505,29127.788577588657,9017185049.696491,0.43686933949919643,20956.569340925278,0.03517978079936163,45,6.736973922236599,1,7,2023-04-07,maturity,0,0.0,0.0,0.0
L000267,B0089,2023-11-02,7656.376871140765,180,0.1287982957094673,1.7223910373687903,0.21518097138155123,2194.7980721368494,27393.567649519133,10458788704.887161,0.43686933949919643,20956.569340925278,0.03517978079936163,45,6.736973922236599,1,7,2024-04-30,maturity,0,0.0,0.0,0.0
L000268,B0089,2024-03-05,11737.494543767758,365,0.09310994790732835,1.2810993330249774,0.05,1984.7412278407148,37494.70390921635,10703829457.769718,0.43686933949919643,20956.569340925278,0.03517978079936163,45,6.736973922236599,1,7,2025-03-05,maturity,0,0.0,0.0,0.0
L000269,B0089,2024-07-13,5688.405607721248,365,0.045644743437695735,1.7038591472735731,0.24230634411246504,2254.6705036125563,33621.950833773946,4761655587.104774,0.43686933949919643,20956.569340925278,0.03517978079936163,45,6.736973922236599,1,7,2025-07-13,maturity,0,0.0,0.0,0.0
L000270,B0090,2024-05-14,4969.972046028787,60,0.1029944701353462,1.5680163591702572,0.05,2146.0313026498666,30174.85608769895,10698281759.521458,0.47358308051134723,21979.106525986448,0.3458810311827689,38,3.8579492200242425,1,8,2024-07-13,maturity,0,0.0,0.0,0.0
L000271,B0090,2023-10-07,4108.302895506299,180,0.05759238279442334,2.1375178414052622,0.11402123580285045,1154.4569569679788,22313.707564004555,9729044867.26925,0.47358308051134723,21979.106525986448,0.3458810311827689,38,3.8579492200242425,1,8,2024-04-04,maturity,0,0.0,0.0,0.0
L000272,B0091,2023-01-30,20178.35420838468,180,0.09602207985920527,2.8908837966902876,0.3448821817787254,2110.9339718529254,58241.14776265565,20235129068.945644,0.6358166115237126,33382.095242935466,0.3484719423435887,25,13.642178770471563,2,4,2023-07-29,maturity,0,0.0,0.0,0.0
L000273,B0091,2023-12-11,13319.166934867697,180,0.027743809600818643,1.9141665857697512,0.13063032829112992,2569.172480266359,33117.75602911577,23403583412.110935,0.6358166115237126,33382.095242935466,0.3484719423435887,25,13.642178770471563,2,4,2024-06-08,maturity,0,0.0,0.0,0.0
L000274,B0091,2023-06-19,4536.1129558610855,180,0.0935760761089581,1.7131991428600835,0.1815385198494255,1959.8503863764333,35602.68979669729,7723743673.276422,0.6358166115237126,33382.095242935466,0.3484719423435887,25,13.642178770471563,2,4,2023-12-16,maturity,0,0.0,0.0,0.0
L000275,B0091,2023-05-11,2731.585394989963,365,0.15914570600930306,2.5492947080557435,0.15292025102921292,2332.488701675132,28329.454464018367,8275666735.599843,0.6358166115237126,33382.095242935466,0.3484719423435887,25,13.642178770471563,2,4,2024-05-10,maturity,0,0.0,0.0,0.0
L000276,B0092,2023-01-28,1551.78963499384,180,0.13813853361436695,2.08702183152573,0.267544729643459,2360.1423634858957,27976.409018644925,8285650904.256734,0.5019030577582426,43676.592677713335,0.08214105244379034,21,3.7818168871477735,0,5,2023-07-27,maturity,0,0.0,0.0,0.0
L000277,B0092,2024-08-29,7186.147716475527,365,0.08697497522645842,2.036094464343464,0.12002777445890365,2694.368781186861,48125.103419113024,18088441376.59389,0.5019030577582426,43676.592677713335,0.08214105244379034,21,3.7818168871477735,0,5,2025-08-29,maturity,0,0.0,0.0,0.0
L000278,B0092,2024-11-09,8899.929504800934,30,0.05893475762651197,1.844641696440022,0.12982675161824547,1673.7426956901495,49877.69105373349,4666240645.849147,0.5019030577582426,43676.592677713335,0.08214105244379034,21,3.7818168871477735,0,5,2024-12-09,maturity,0,0.0,0.0,0.0
L000279,B0092,2023-03-27,2568.4008176915336,180,0.08514191327524501,1.4166660904793411,0.22047582548233502,1631.7465189742,50693.0980750065,8492406938.265856,0.5019030577582426,43676.592677713335,0.08214105244379034,21,3.7818168871477735,0,5,2023-09-23,maturity,0,0.0,0.0,0.0
L000280,B0092,2023-05-19,7285.346777053437,180,0.10423254664685755,1.0124667025078267,0.05648544071299788,2028.5208085424988,40190.60516711957,9415895161.381517,0.5019030577582426,43676.592677713335,0.08214105244379034,21,3.7818168871477735,0,5,2023-11-15,maturity,0,0.0,0.0,0.0
L000281,B0093,2023-02-21,14219.627493078513,90,0.10951494678370992,2.5872050284256254,0.05,3041.9207095879756,30268.235555417814,9866705213.522587,0.7016617502696598,26509.535879089883,0.21571526754008652,36,4.600748050945392,0,6,2023-05-22,maturity,0,0.0,0.0,0.0
L000282,B0093,2024-01-24,12320.466517805402,90,0.019026854228667338,1.8380308638615843,0.30088153550438956,1502.4990942069728,47768.52468775059,13666191688.134312,0.7016617502696598,26509.535879089883,0.21571526754008652,36,4.600748050945392,0,6,2024-04-23,maturity,0,0.0,0.0,0.0
L000283,B0094,2024-04-10,7668.230393806494,90,0.1182909840307271,2.454998055761104,0.2602500969808868,2389.259247880433,27878.522817851415,13036212544.4162,0.585084810842511,81741.86779685262,0.08269297157896618,33,4.558429337527861,0,1,2024-07-09,maturity,0,0.0,0.0,0.0
L000284,B0094,2023-12-12,10562.225258543991,180,0.13730821222770057,1.5387135101185638,0.3073610295245658,1388.877042293405,73290.99194545585,6249479496.489591,0.585084810842511,81741.86779685262,0.08269297157896618,33,4.558429337527861,0,1,2024-06-09,maturity,0,0.0,0.0,0.0
L000285,B0095,2024-03-07,1481.915316659982,90,0.10270771884544871,2.6531008956401974,0.23550476714550936,2992.458450421342,33184.926486427205,7627427914.429485,0.11838558165974232,46837.53155954563,0.4167176195864318,35,2.121927521971165,0,2,2024-06-05,maturity,0,0.0,0.0,0.0
L000286,B0095,2023-03-25,2283.3728866696215,180,0.09251535895164602,1.5928343220845989,0.13511786364482048,1257.4677091268427,45057.33242830024,20426466198.484173,0.11838558165974232,46837.53155954563,0.4167176195864318,35,2.121927521971165,0,2,2023-09-21,maturity,0,0.0,0.0,0.0
L000287,B0095,2023-01-20,5940.2358132041,365,0.08613579690547454,2.6304094032625516,0.1960740316124751,2451.4974439518105,27347.26056719751,6288563825.119249,0.11838558165974232,46837.53155954563,0.4167176195864318,35,2.121927521971165,0,2,2024-01-20,maturity,0,0.0,0.0,0.0
L000288,B0096,2023-12-25,8857.540688235378,60,0.09699807665890109,2.364787284235179,0.1141475906575535,2059.247284729134,42785.14251156014,4518470500.375826,0.5564771112158046,37185.278732629595,0.08798265186203791,34,4.768674156202268,0,3,2024-02-23,maturity,0,0.0,0.0,0.0
L000289,B0097,2024-10-29,3200.5191016928875,30,0.022578775924778857,2.3176412362171517,0.06823985615125722,1708.4337380757756,36262.14203617889,6023488853.146404,0.6859186131076725,15343.60855739125,0.3530655050389947,60,13.700168635498455,0,4,2024-11-28,maturity,0,0.0,0.0,0.0
L000290,B0098,2023-09-11,20766.291047877145,60,0.06849818867238454,1.9812717055550837,0.13105016897930444,1466.453989901695,35147.389624235584,13849674961.145664,0.6877918909197814,16490.018049796538,0.38241656334813184,21,6.397930970901971,0,4,2023-11-10,maturity,0,0.0,0.0,0.0
L000291,B0099,2024-09-28,5363.643170021055,60,0.06626637210370825,1.8272474410871964,0.0632994721605118,2578.5394058049014,31201.16686777382,7771811343.3697195,0.6847805481337312,42984.95931731901,0.2537913909739236,18,4.594457754503415,0,4,2024-11-27,maturity,0,0.0,0.0,0.0
L000292,B0100,2023-05-10,421.87806515343544,180,0.07624369697213922,2.368710940516609,0.2611521093704126,2521.7266784649296,37608.41993273526,2629136773.0291796,0.6467663237115081,10101.53452348584,0.6066784600310963,38,3.937658176157641,1,3,2023-11-06,maturity,0,0.0,0.0,0.0
L000293,B0100,2024-11-16,3166.7694988110356,30,0.10123186413854014,2.146975254254475,0.1963259694434086,1434.3437367754414,35250.671237199145,8212061848.448493,0.6467663237115081,10101.53452348584,0.6066784600310963,38,3.937658176157641,1,3,2024-12-16,maturity,0,0.0,0.0,0.0
